Distraction,Phone,Happy,Sleep
0.8723793706276242,0,0,0
1.86193170474975,0,0,0
2.965751677046219,0,0,0
4.180617237614558,0,0,0
5.383388665998387,0,0,0
6.574186360732362,0,0,0
7.753129521769306,0,0,0
8.804140302714945,0,0,0
9.73046019506264,0,0,0
10.534930343763177,0,0,0
11.220006073240857,0,0,0
11.787769380166539,0,0,0
12.239939481997865,0,0,0
12.577881496130379,0,0,0
12.802613311019615,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0,0
12.914810697708594,0,0.10049999999999999,0
12.914810697708594,0,0.2008995,0
12.914810697708594,0,0.3011986005,0
12.914810697708594,0,0.5014960044976006,0
12.914810697708594,0,0.7013930139846098,0
0,0,0.9008904293496546,0
0,0,1.0999890493813846,0
0,0,1.2986896712716711,0
0,0,1.4969930906187991,0
0,0,1.7937052013292216,0
0,0,1.9910190846317646,0
0,0,2.1879385374815854,0
0,0,2.3844643483451597,0
0,0,2.4825798839968147,0
0,0,2.580597304112818,0
0,0,2.6785167068087055,0
0,0,2.776338190101897,0
0,0,2.874061851911795,0
0,0,2.9716877900598835,0
0,0,2.9716877900598835,0
0,0,2.9716877900598835,0
0,0,2.9716877900598835,0
0,0,2.9716877900598835,0
0,0,2.9716877900598835,0
0,0,2.9716877900598835,0
0,0,2.9716877900598835,0
0,0,2.9716877900598835,0
0,0,2.9716877900598835,0
0,0,3.0692161022698237,0
0,0,3.1666468861675536,0
0,0,3.263980239281386,0
0,0,3.3612162590421044,0
0,0,3.4583550427830625,0
0,0,3.6523412910525392,0
0,0,3.845939760811725,0
0,0,4.039151227229863,0
0,0,4.23197646392663,0
0,0,4.424416242975241,0
0,0,4.520491826732266,0
0,0,4.616471334905533,0
0,0,4.712354863570628,0
