Distraction,Phone,Happy,Sleep
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.13999999999999999
0,0,0,0.41958014
0,0,0,0.6986013993001401
0,0,0,0.9770648951029391
0,0,0,1.2549717423776283
0,0,0,1.5323230538646153
0,0,0,1.80911994007994
0,0,0,2.0853635093197203
0,0,0,2.36105486766459
0,0,0,2.6361951189841286
0,0,0,2.7735589238651444
0,0,0,2.7735589238651444
0,0,0,2.7735589238651444
0,0,0,2.7735589238651444
0,0,0,2.7735589238651444
0,0,0,2.7735589238651444
0,0,0,2.7735589238651444
0,0,0,2.7735589238651444
0,0,0,2.7735589238651444
0,0,0,2.7735589238651444
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.125,0,0,0
0.374625125,0,0,0
0.74812749812575,0,0,0
1.2443899737814736,0,0,0
1.86193170474975,0,0,0
2.5989155044118566,0,0,0
3.453156952863056,0,0,0
4.422135183756566,0,0,0
5.503005277332389,0,0,0
6.69261217437163,0,0,0
7.870376392247537,0,0,0
9.036415826249819,0,0,0
10.19084719800645,0,0,0
11.333786067167615,0,0,0
12.465346842973352,0,0,0
13.585642795705988,0,0,0
14.69478606802864,0,0,0
15.792887686210765,0,0,0
16.88005757124202,0,0,0
17.956404549835433,0,0,0
19.02203636532107,0,0,0
20.077059688431255,0,0,0
