Speed,Yaw,RPM,Gear,Fuel
0.00,0.00,554.22,0,14.89
0.00,0.00,603.93,0,14.89
0.00,0.00,658.55,0,14.89
0.00,0.00,718.59,0,14.89
0.00,0.00,784.58,0,14.89
0.00,0.00,857.09,0,14.89
0.00,0.00,936.80,0,14.88
0.00,0.00,1020.96,0,14.88
0.00,0.00,1105.15,0,14.88
0.00,0.00,1189.35,0,14.88
0.00,0.00,1273.56,0,14.87
0.00,0.00,1358.43,0,14.87
0.00,0.00,1444.32,0,14.86
0.00,0.00,1531.23,0,14.86
0.00,0.00,1619.17,0,14.86
0.00,0.00,1708.09,0,14.85
0.00,0.00,1826.95,1,14.84
2.43,-0.00,1899.28,1,14.84
5.18,-0.00,1947.13,1,14.83
7.97,-0.00,1958.39,1,14.83
10.88,-0.00,1929.82,1,14.82
13.74,-0.01,1875.53,1,14.82
16.57,-0.01,1813.82,1,14.82
19.38,-0.01,1755.17,1,14.81
22.26,-0.01,1701.52,1,14.81
25.05,-0.02,1627.55,1,14.81
27.84,-0.02,1502.69,1,14.81
30.64,-0.02,1341.36,1,14.80
33.44,-0.02,1172.93,1,14.80
36.26,-0.02,1033.99,1,14.80
39.08,-0.02,950.50,1,14.80
41.89,-0.02,924.54,1,14.80
44.77,-0.02,941.66,1,14.80
47.61,-0.02,976.76,1,14.80
50.48,-0.02,1017.93,1,14.79
53.35,-0.02,1061.06,1,14.79
56.22,-0.02,1103.95,1,14.79
59.10,-0.01,1146.64,1,14.79
62.00,-0.01,1189.69,1,14.79
64.92,-0.01,1233.03,1,14.79
67.84,-0.00,1276.75,1,14.78
70.78,-0.00,1321.11,1,14.78
73.74,-0.00,1365.73,1,14.78
76.70,-0.00,1410.95,1,14.78
79.68,0.00,1455.75,1,14.78
82.51,0.00,1497.10,1,14.78
85.47,0.00,1545.69,1,14.77
88.55,-0.00,1586.09,1,14.77
91.63,-0.00,1636.97,1,14.77
94.89,-0.00,1684.76,1,14.77
98.27,-0.00,1736.17,1,14.76
101.69,-0.00,1784.94,1,14.76
105.13,-0.00,1839.17,1,14.76
108.45,-0.01,1899.73,1,14.75
111.82,-0.01,1923.49,1,14.75
114.94,-0.01,1446.80,2,14.75
115.39,-0.01,1474.13,2,14.75
118.67,-0.00,1489.42,2,14.74
122.12,-0.00,1529.65,2,14.74
125.49,-0.00,1570.29,2,14.74
128.72,-0.00,1611.69,2,14.73
132.14,-0.00,1641.49,2,14.73
135.59,-0.00,1683.61,2,14.73
139.01,-0.00,1721.80,2,14.72
142.43,-0.00,1760.24,2,14.72
145.81,-0.01,1800.64,2,14.71
149.22,-0.01,1835.27,2,14.71
152.69,-0.01,1873.95,2,14.70
154.22,-0.01,1487.36,3,14.70
155.55,-0.01,1500.20,3,14.70
158.63,-0.01,1522.24,3,14.70
161.73,-0.01,1551.37,3,14.69
164.80,-0.01,1579.72,3,14.69
167.86,-0.01,1606.97,3,14.68
170.94,-0.01,1634.43,3,14.68
174.03,-0.01,1662.12,3,14.67
177.09,-0.01,1690.38,3,14.67
180.14,-0.01,1717.46,3,14.66
183.18,-0.01,1744.48,3,14.66
186.27,-0.01,1770.98,3,14.65
189.30,-0.01,1799.88,3,14.65
192.30,-0.01,1826.63,3,14.64
193.28,-0.01,1484.19,4,14.64
194.15,-0.01,1485.66,4,14.64
196.48,-0.01,1502.60,4,14.63
198.79,-0.01,1520.12,4,14.63
201.12,-0.01,1534.19,4,14.62
203.40,-0.01,1551.90,4,14.62
205.65,-0.01,1571.00,4,14.61
207.91,-0.01,1587.14,4,14.61
210.20,-0.01,1598.12,4,14.60
212.37,-0.01,1619.57,4,14.60
214.58,-0.01,1636.59,4,14.59
216.78,-0.01,1652.20,4,14.59
218.96,-0.01,1668.74,4,14.58
221.14,-0.01,1683.30,4,14.58
223.28,-0.01,1699.30,4,14.57
225.41,-0.01,1715.57,4,14.57
227.45,-0.01,1734.42,4,14.56
229.59,-0.01,1743.89,4,14.56
231.66,-0.01,1759.95,4,14.55
233.67,-0.01,1780.93,4,14.55
235.72,-0.01,1792.90,4,14.54
237.77,-0.01,1803.97,4,14.54
236.89,-0.01,1576.62,5,14.53
238.15,-0.01,1625.25,5,14.53
239.83,-0.01,1631.40,5,14.52
241.46,-0.01,1641.12,5,14.52
243.06,-0.01,1652.49,5,14.51
244.64,-0.01,1664.81,5,14.51
246.25,-0.01,1673.39,5,14.50
247.82,-0.01,1683.48,5,14.50
249.36,-0.00,1694.13,5,14.49
250.90,-0.00,1704.52,5,14.49
252.42,-0.00,1714.03,5,14.48
253.92,0.00,1723.97,5,14.48
255.40,0.00,1733.23,5,14.47
256.86,0.01,1743.46,5,14.47
258.31,0.01,1753.13,5,14.46
259.73,0.02,1762.36,5,14.46
261.15,0.02,1770.73,5,14.45
262.52,0.03,1781.20,5,14.45
263.89,0.04,1790.11,5,14.44
264.65,0.05,1639.77,6,14.44
263.61,0.06,1637.09,6,14.43
264.70,0.07,1643.34,6,14.43
265.79,0.08,1646.89,6,14.42
266.82,0.09,1655.28,6,14.42
267.83,0.10,1662.97,6,14.41
268.85,0.11,1668.76,6,14.41
269.88,0.13,1671.77,6,14.40
270.81,0.14,1681.25,6,14.40
271.77,0.16,1686.95,6,14.39
272.72,0.15,1690.17,6,14.39
273.60,0.14,1698.42,6,14.38
274.48,0.13,1705.17,6,14.38
275.36,0.11,1710.23,6,14.37
276.20,0.10,1715.16,6,14.37
277.02,0.09,1720.35,6,14.36
277.83,0.07,1724.99,6,14.36
278.58,0.06,1729.15,6,14.35
279.29,0.05,1733.09,6,14.35
279.98,0.03,1736.88,6,14.34
280.65,0.02,1740.62,6,14.34
281.31,0.00,1744.29,6,14.33
277.52,-0.01,1694.43,6,14.33
275.89,-0.02,1692.76,6,14.33
271.14,-0.04,1657.86,6,14.33
268.14,-0.05,1607.68,6,14.33
265.18,-0.07,1624.57,6,14.33
261.00,-0.09,1593.68,6,14.33
259.55,-0.10,1593.42,6,14.33
255.26,-0.10,1561.46,6,14.33
251.22,-0.10,1533.85,6,14.32
248.35,-0.10,1484.91,6,14.32
243.24,-0.10,1619.63,5,14.32
242.14,-0.09,1629.56,5,14.32
238.22,-0.09,1590.10,5,14.32
234.17,-0.09,1563.31,5,14.32
230.54,-0.08,1533.60,5,14.32
227.93,-0.08,1482.13,5,14.32
223.10,-0.08,1484.11,5,14.32
220.48,-0.07,1593.49,4,14.32
215.77,-0.07,1603.37,4,14.32
211.74,-0.06,1527.10,4,14.32
207.11,-0.06,1539.56,4,14.32
205.30,-0.06,1483.98,4,14.32
198.88,-0.06,1435.60,4,14.32
196.38,-0.04,1467.11,4,14.32
191.53,-0.01,1375.75,4,14.31
188.20,0.02,1352.96,4,14.31
184.27,0.06,1371.92,4,14.31
179.57,0.10,1285.66,4,14.31
176.39,0.14,1610.41,3,14.31
171.10,0.18,1495.98,3,14.31
166.99,0.22,1526.74,3,14.31
162.48,0.26,1421.58,3,14.31
160.22,0.30,1479.79,3,14.31
157.86,0.34,1388.91,3,14.31
153.34,0.36,1389.25,3,14.31
152.64,0.38,1420.34,3,14.31
149.27,0.35,1357.25,3,14.31
146.50,0.32,1300.30,3,14.31
143.79,0.28,1317.47,3,14.31
141.47,0.25,1259.82,3,14.31
140.43,0.21,1294.12,3,14.31
136.81,0.18,1543.13,2,14.31
134.60,0.15,1551.97,2,14.30
132.28,0.12,1468.60,2,14.30
131.06,0.10,1526.15,2,14.30
127.90,0.08,1460.67,2,14.30
126.84,0.07,1411.00,2,14.30
124.27,0.06,1435.72,2,14.30
122.66,0.06,1401.09,2,14.30
122.54,0.05,1447.69,2,14.30
120.88,0.04,1397.16,2,14.30
119.35,0.03,1365.05,2,14.30
119.33,0.02,1407.22,2,14.30
120.85,0.01,1485.67,2,14.30
123.39,0.00,1553.13,2,14.29
125.22,-0.00,1405.57,2,14.29
124.13,-0.02,1448.72,2,14.29
125.10,-0.02,1514.58,2,14.29
127.37,-0.03,1591.64,2,14.29
130.10,-0.04,1640.67,2,14.28
132.77,-0.04,1682.30,2,14.28
135.40,-0.05,1708.20,2,14.28
137.75,-0.05,1745.07,2,14.27
140.29,-0.04,1760.18,2,14.27
142.77,-0.02,1800.40,2,14.27
145.67,-0.02,1816.91,2,14.26
148.56,-0.02,1827.42,2,14.26
151.55,-0.02,1889.73,2,14.25
154.21,-0.03,1496.53,3,14.25
154.19,-0.03,1480.96,3,14.25
156.88,-0.03,1520.42,3,14.25
159.72,-0.03,1543.15,3,14.24
162.45,-0.04,1568.83,3,14.24
165.09,-0.04,1596.40,3,14.23
167.68,-0.04,1621.49,3,14.23
170.17,-0.04,1645.76,3,14.22
172.59,-0.04,1672.72,3,14.22
174.96,-0.04,1695.68,3,14.22
177.29,-0.05,1712.68,3,14.21
179.53,-0.05,1733.82,3,14.21
181.76,-0.06,1756.43,3,14.20
183.98,-0.07,1792.60,3,14.20
186.31,-0.08,1794.44,3,14.19
188.47,-0.08,1816.06,3,14.19
190.79,-0.06,1833.03,3,14.19
193.27,-0.05,1851.57,3,14.18
193.00,-0.04,1429.69,4,14.18
194.57,-6.32,1496.34,4,14.18
196.64,-6.31,1507.45,4,14.17
198.69,-6.31,1521.52,4,14.17
200.73,-6.31,1536.34,4,14.16
202.77,-6.31,1550.87,4,14.16
204.79,-6.31,1565.49,4,14.16
206.80,-6.31,1580.33,4,14.15
208.80,-6.31,1595.04,4,14.15
210.78,-6.31,1609.50,4,14.14
212.76,-6.31,1623.78,4,14.14
214.73,-6.32,1637.90,4,14.13
216.69,-6.32,1651.95,4,14.13
218.65,-6.33,1666.00,4,14.12
220.61,-6.34,1679.93,4,14.12
222.55,-6.35,1693.65,4,14.11
224.48,-6.35,1707.35,4,14.11
226.37,-6.34,1723.21,4,14.10
228.26,-6.33,1737.88,4,14.10
230.15,-6.32,1751.36,4,14.10
232.02,-6.31,1764.55,4,14.09
233.88,-6.30,1777.90,4,14.09
235.72,-6.29,1791.18,4,14.08
237.54,-6.29,1804.28,4,14.08
237.80,-6.28,1618.07,5,14.07
238.03,-6.28,1620.28,5,14.07
239.51,-6.27,1628.80,5,14.07
240.96,-6.27,1638.46,5,14.06
242.39,-6.27,1648.27,5,14.06
243.81,-6.27,1657.56,5,14.05
245.21,-6.27,1666.73,5,14.05
246.59,-6.27,1675.96,5,14.04
247.95,-6.27,1685.08,5,14.04
249.29,-6.28,1694.06,5,14.03
250.61,-6.28,1702.94,5,14.03
251.89,-6.29,1711.75,5,14.02
253.16,-6.30,1720.44,5,14.02
254.39,-6.31,1728.99,5,14.01
255.59,-6.32,1737.24,5,14.01
256.77,-0.04,1745.01,5,14.00
253.78,-0.06,1689.35,5,14.00
250.82,-0.07,1635.08,5,14.00
248.00,-0.08,1658.55,5,14.00
243.50,-0.07,1624.54,5,14.00
242.56,-0.06,1630.40,5,14.00
238.32,-0.05,1590.22,5,14.00
234.27,-0.05,1559.54,5,14.00
231.41,-0.05,1508.03,5,14.00
228.72,-0.04,1531.04,5,14.00
224.71,-0.04,1500.33,5,14.00
221.05,-0.03,1621.40,4,14.00
218.08,-0.03,1574.34,4,13.99
214.12,-0.03,1544.96,4,13.99
211.48,-0.02,1577.77,4,13.99
207.35,-0.01,1497.51,4,13.99
204.81,0.01,1527.97,4,13.99
200.88,0.03,1453.54,4,13.99
198.72,0.05,1482.23,4,13.99
195.61,0.09,1453.78,4,13.99
192.57,0.13,1431.25,4,13.99
187.69,0.17,1390.38,4,13.99
185.87,0.22,1349.98,4,13.99
182.36,0.23,1355.78,4,13.99
178.43,0.22,1297.43,4,13.99
175.82,0.20,1567.04,3,13.99
172.33,0.19,1574.46,3,13.99
168.94,0.18,1502.58,3,13.99
165.55,0.17,1513.39,3,13.99
161.31,0.16,1467.02,3,13.98
158.03,0.15,1403.69,3,13.98
156.70,0.14,1441.36,3,13.98
152.08,0.13,1349.10,3,13.98
149.72,0.13,1329.99,3,13.98
144.66,0.13,1280.71,3,13.98
142.46,0.13,1264.98,3,13.98
139.75,0.13,1281.00,3,13.98
135.94,0.12,1538.35,2,13.98
131.12,0.11,1444.66,2,13.98
128.92,0.11,1431.87,2,13.98
124.24,0.10,1370.90,2,13.98
122.19,0.09,1358.17,2,13.98
118.38,0.08,1353.42,2,13.98
115.88,0.06,1289.56,2,13.98
112.74,0.03,1258.63,2,13.98
109.31,-0.00,1253.52,2,13.98
105.74,-0.04,1177.85,2,13.98
102.90,-0.07,1148.39,2,13.97
99.05,-0.12,1104.75,2,13.97
95.83,-0.15,1450.85,1,13.97
96.21,-0.11,1509.77,1,13.97
98.65,-0.09,1667.00,1,13.97
101.83,-0.06,1768.58,1,13.97
105.19,-0.03,1923.19,1,13.96
108.35,-6.28,1858.26,1,13.96
111.43,-6.25,1933.57,1,13.96
114.38,-6.23,1968.70,1,13.96
114.76,-6.21,1315.59,2,13.96
117.40,-6.20,1495.77,2,13.95
120.61,-6.18,1551.86,2,13.95
123.84,-6.19,1567.95,2,13.95
126.74,-6.22,1613.17,2,13.94
129.80,-6.25,1658.67,2,13.94
132.97,-6.27,1672.29,2,13.93
136.07,-6.29,1719.28,2,13.93
139.31,-6.31,1741.87,2,13.93
142.69,-6.34,1784.65,2,13.92
146.19,-6.36,1814.63,2,13.92
149.84,-6.39,1854.10,2,13.91
153.63,-6.41,1894.24,2,13.91
153.81,-6.44,1400.13,3,13.91
156.59,-6.47,1504.65,3,13.90
159.93,-6.48,1533.28,3,13.90
163.16,-6.47,1575.22,3,13.89
166.33,-6.46,1608.27,3,13.89
169.45,-6.45,1634.08,3,13.89
172.53,-6.45,1664.16,3,13.88
175.61,-6.44,1691.74,3,13.88
178.72,-6.44,1718.26,3,13.87
181.90,-6.44,1744.61,3,13.87
185.13,-6.44,1769.10,3,13.86
188.40,-6.45,1790.70,3,13.85
191.63,-6.43,1810.88,3,13.85
193.92,-6.41,1486.89,4,13.84
193.69,-6.39,1476.01,4,13.84
195.94,-6.37,1492.78,4,13.84
198.14,-6.35,1510.11,4,13.83
200.30,-6.34,1528.28,4,13.83
202.41,-6.32,1545.63,4,13.82
204.47,-6.31,1561.93,4,13.82
206.48,-6.31,1577.56,4,13.82
208.38,-6.30,1595.56,4,13.81
205.38,-6.30,1487.15,4,13.81
200.53,-6.30,1491.41,4,13.81
194.29,-6.31,1397.04,4,13.81
189.59,-0.03,1401.65,4,13.81
188.34,-0.04,1415.79,4,13.81
183.69,-0.03,1359.79,4,13.81
182.43,-0.03,1371.35,4,13.80
180.02,-0.04,1333.12,4,13.80
178.94,-0.04,1346.10,4,13.80
179.24,-0.04,1369.22,4,13.80
180.68,-0.04,1403.44,4,13.80
182.70,-0.04,1418.09,4,13.79
184.74,-0.03,1430.75,4,13.79
186.75,-0.03,1445.50,4,13.78
188.77,-0.02,1460.73,4,13.78
190.81,-0.01,1475.62,4,13.78
192.86,-0.00,1490.37,4,13.77
194.92,0.01,1505.16,4,13.77
197.01,0.02,1519.93,4,13.76
199.12,0.04,1534.94,4,13.76
201.24,0.06,1550.10,4,13.75
203.38,0.08,1565.38,4,13.75
205.58,0.07,1575.37,4,13.74
207.78,0.06,1586.72,4,13.74
209.96,0.06,1602.46,4,13.73
212.13,0.05,1618.92,4,13.73
214.30,0.05,1634.94,4,13.72
216.46,0.06,1650.72,4,13.72
218.62,0.06,1666.61,4,13.71
220.76,0.06,1682.35,4,13.71
222.90,0.07,1697.77,4,13.70
225.01,0.08,1713.30,4,13.70
227.11,0.09,1728.41,4,13.69
229.19,0.11,1743.05,4,13.69
231.23,0.10,1758.76,4,13.68
227.55,0.09,1689.22,4,13.68
223.63,0.09,1660.32,4,13.68
219.81,0.08,1632.17,4,13.68
214.75,0.08,1553.55,4,13.68
211.17,0.08,1527.50,4,13.68
207.70,0.08,1502.32,4,13.68
203.36,0.08,1511.18,4,13.68
198.08,0.08,1466.67,4,13.68
194.87,0.08,1443.04,4,13.68
190.91,0.09,1380.02,4,13.68
186.90,0.09,1390.21,4,13.68
183.41,0.10,1326.33,4,13.67
179.59,0.10,1336.50,4,13.67
175.28,0.10,1573.43,3,13.67
171.50,0.11,1513.36,3,13.67
166.09,0.11,1506.51,3,13.67
162.62,0.11,1434.29,3,13.67
159.85,0.11,1413.72,3,13.67
155.01,0.10,1407.83,3,13.67
151.83,0.10,1343.42,3,13.67
147.23,0.09,1338.39,3,13.67
142.64,0.07,1261.65,3,13.67
138.97,0.05,1232.35,3,13.67
137.63,0.02,1582.44,2,13.67
138.12,-6.30,1643.23,2,13.67
137.27,-6.30,1568.29,2,13.66
137.03,-6.29,1612.75,2,13.66
138.59,-6.28,1698.63,2,13.66
141.07,-6.27,1760.52,2,13.66
143.77,-6.26,1833.59,2,13.65
145.30,-6.25,1624.94,2,13.65
143.53,-6.24,1672.99,2,13.65
144.20,-6.23,1751.83,2,13.65
146.23,-6.23,1821.69,2,13.65
148.82,-6.22,1857.51,2,13.64
146.89,-6.23,1690.49,2,13.64
146.98,-6.22,1750.94,2,13.64
148.86,-6.22,1822.45,2,13.64
151.61,-6.23,1899.65,2,13.63
154.15,-6.23,1512.48,3,13.63
154.14,-6.25,1494.87,3,13.63
157.04,-6.26,1525.81,3,13.62
160.13,-6.28,1548.00,3,13.62
163.30,-6.31,1572.37,3,13.61
166.50,-6.33,1602.26,3,13.61
169.72,-6.36,1630.34,3,13.60
172.96,-6.39,1654.68,3,13.60
176.18,-6.43,1679.73,3,13.59
179.37,-6.47,1704.67,3,13.59
182.56,-6.52,1729.78,3,13.58
185.30,-6.50,1790.79,3,13.58
